Entity,Types,Source
"Perinatal depression is a health condition that can occur during pregnancy or after childbirth. It is marked by feelings of sadness, anxiety, and hopelessness that last for more than two weeks. Women with perinatal depression may have trouble sleeping, eating, and caring for themselves and their babies.",Description,GPT-3
"Perioperative anxiety is a condition characterized by anxiety and fearfulness before and during surgery. It can lead to increased heart rate and blood pressure, as well as increased risk of complications during surgery.",Description,GPT-3
A periorbital fat pad herniation is a condition in which the fatty tissue around the eye bulges outwards. This can cause the eye to appear sunken in and can lead to vision problems.,Description,GPT-3
"Peripheral arterial disease (PAD) is a condition in which the arteries that supply blood to your limbs are narrowed or blocked. This can cause pain and cramping in your legs and feet when you walk or exercise. PAD is a common condition that affects about 8.5 million Americans. It is most common in people over the age of 50. PAD can lead to serious health problems, including heart attack, stroke, and amputation.",Description,GPT-3
"Peripheral neuropathy is a condition in which the nerves in the peripheral nervous system become damaged. This can lead to a variety of symptoms, including weakness, numbness, and pain.",Description,GPT-3
"Peristomal lesions are sores or ulcers that develop on the skin around the stoma, which is an opening in the body for the removal of waste. These lesions can be painful and may bleed.",Description,GPT-3
Peritoneal Dialysis is a treatment for kidney failure that uses the lining of the abdomen (peritoneum) and a dialysis solution to clean the blood. A catheter is placed into the peritoneum and the dialysis solution is infused into the abdomen. The solution absorbs waste products and excess fluid from the blood. The solution is then drained from the abdomen and the process is repeated.,Description,GPT-3
"The Periwinkle plant is a small, evergreen shrub that typically grows to between 6 and 12 inches tall. It has dark green, glossy leaves and small, white flowers that bloom in the spring and summer. The Periwinkle is native to Europe, Asia, and Africa, and has been introduced to North America and Australia. It is often used as an ornamental plant, and can be found growing in gardens, parks, and along roadsides.",Description,GPT-3
"Persistent depressive disorder (PDD), also known as dysthymia, is a long-term (chronic) form of depression. People who have PDD may have episodes of major depression along with periods of less severe symptoms, or they may have only mild or moderate symptoms most of the time.",Description,GPT-3
Pet therapy is a type of therapy that uses animals to help people cope with mental or physical health problems.,Description,GPT-3
"The peyote plant is a small, spineless cactus that grows in the desert regions of North America. The plant has been used for centuries by Native Americans for its psychoactive properties. Peyote is typically consumed as a dried, powdered form, or as a tea.",Description,GPT-3
"Peyronie's disease is a condition in which the penis curves abnormally. The curvature is usually caused by a buildup of plaque on the tunica albuginea, the thick sheath of tissue that surrounds the corpora cavernosa, the spongy tissue that fills with blood to cause an erection.",Description,GPT-3
This is a cancer that forms in the tissues of the pharynx. The pharynx is a hollow tube that starts behind the nose and goes down to the throat. Pharyngeal cancer is also called throat cancer.,Description,GPT-3
"Pharyngitis is an inflammation of the pharynx, the part of the throat that is behind the mouth. It is usually caused by a viral infection, such as the common cold, or by a bacterial infection, such as strep throat.",Description,GPT-3
"This plant is a herbaceous annual that grows to about 2 feet tall. The leaves are alternate, lanceolate, and have a toothed margin. The flowers are white or pink and borne in axillary racemes. The fruit is a pod that contains 2-4 seeds.",Description,GPT-3
"(Adonis vernalis)

The Pheasant's Eye is a plant that is native to Europe and Asia. It is a member of the buttercup family. The plant grows to be about 30 cm tall and has a basal rosette of leaves. The leaves are deeply divided and have a toothed margin. The flowers are borne on a stalk and are yellow in color. The fruit is a capsule that contains seeds.",Description,GPT-3
"Phellodendron is a genus of flowering plants in the family Rutaceae. The genus is native to temperate and subtropical regions of Asia, and includes about 30 species. Phellodendron species are trees or shrubs, typically with deciduous leaves. The flowers are small and yellow, and are borne in clusters. The fruit is a drupe.

Phellodendron amurense is a species of Phellodendron native to northeastern Asia, in China, Japan, and Korea. It is a deciduous tree growing to 15 m tall. The leaves are alternate, pinnate, with 7-13 leaflets, each leaflet 3-7 cm long and 1-3 cm broad. The flowers are yellow, borne in clusters of 3-5. The fruit is a drupe, 5-8 mm diameter, ripening black.",Description,GPT-3
"Phenibut is a central nervous system depressant and gabapentinoid medication. It is used to treat anxiety, insomnia, and for a variety of other indications.",Description,GPT-3
"Phenylalanine is an essential amino acid that is not produced by the body and must be obtained through diet. It is a precursor to the neurotransmitters dopamine and norepinephrine, which are involved in mood regulation.",Description,GPT-3
